"timestamp","speed","rpm","engine_temp","fuel_level","tyre_fl","tyre_fr","tyre_rl","tyre_rr"
2026-02-24 08:00:40,48.1,2519,93.7,99.17,30.9,31.8,35.9,31.6
2026-02-24 08:00:41,39.6,2252,82.1,99.17,33.2,35.4,32.6,33.4
2026-02-24 08:00:42,56.4,3261,90.9,99.11,33,31.6,33.6,32.1
2026-02-24 08:00:43,34.1,1911,92.1,99.08,32.6,33.2,34,32.2
2026-02-24 08:00:44,24.5,1301,108.2,99.05,32.2,30,30.3,33.3
2026-02-24 08:00:45,51.5,2922,95.1,99.05,32.4,35.6,32.2,33.2
2026-02-24 08:00:46,32.8,1677,84.4,99.02,31.6,30.2,34.6,34.3
2026-02-24 08:00:47,66.7,3833,94.3,99.02,34.8,32.2,32.2,32.3
2026-02-24 08:00:48,38.5,2210,91.4,99,32.1,32.1,33.5,33.4
2026-02-24 08:00:49,54.8,3346,93.3,98.99,32.8,31.8,33.6,33.4
2026-02-24 08:00:50,49.8,3170,82.3,98.95,32.9,30,32.2,30.8
2026-02-24 08:00:51,33.2,2279,102.1,98.94,33,30.8,34.6,32.9
2026-02-24 08:00:52,68.6,3876,95.3,98.93,33.6,33.3,33,31.7
2026-02-24 08:00:53,54.6,3289,89.7,98.91,31.7,32.2,31.5,33.8
2026-02-24 08:00:54,46.3,3479,79.8,98.88,29.8,31.9,31.8,33.9
2026-02-24 08:00:55,49.1,2807,94.4,98.84,34.7,32.4,34.6,32.8
2026-02-24 08:00:56,55.2,3534,83.6,98.81,31.6,32.2,33.8,33
2026-02-24 08:00:57,46.3,2568,84.9,98.76,31.7,32.2,34.1,33.4
2026-02-24 08:00:58,0.1,700,95.3,98.73,33.8,32.9,32.9,30.2
2026-02-24 08:00:59,49.3,3122,96.4,98.73,32.6,32.7,35,35.1
2026-02-24 08:01:00,39.5,2095,89.7,98.68,30.5,33.6,33.5,33.7
2026-02-24 08:01:01,47.8,3176,82.1,98.64,32.3,31.9,33.3,33.2
2026-02-24 08:01:02,53.7,3560,77.9,98.63,30.2,32.4,34.3,31.4
2026-02-24 08:01:03,66,4225,83.6,98.58,31.7,29.4,32.1,34
2026-02-24 08:01:04,34.1,1216,87.8,98.58,29.4,33.6,33.3,34.6
2026-02-24 08:01:05,64.5,3913,116.2,98.56,32.6,33.1,34.2,34.1
2026-02-24 08:01:06,50,3456,93.9,98.51,30.1,31.8,35,33
2026-02-24 08:01:07,60.6,3585,87.1,98.47,30.5,34.3,34.6,34.6
2026-02-24 08:01:08,58.8,3331,94.8,98.44,29.7,31.7,32,31.4
2026-02-24 08:01:09,55.8,3302,99.2,98.44,22,32.4,32.2,33.1
2026-02-24 08:01:10,29.4,1049,89.3,98.44,30.6,30.2,32.5,31.9
2026-02-24 08:01:11,43.6,2275,83.9,98.44,30.1,32.3,32.9,32.7
2026-02-24 08:01:12,54.4,3238,84.9,98.43,29,31.1,32.7,34.2
2026-02-24 08:01:13,30.7,2093,96.6,98.38,33.6,31.2,34.3,33.4
2026-02-24 08:01:14,36.9,2278,82.7,98.36,31.5,34.3,33.4,33.8
2026-02-24 08:01:15,53.7,3414,101.6,98.36,30.6,33.4,33.2,31.7
2026-02-24 08:01:16,56.5,3080,93.7,98.34,31.1,31.2,31.7,34.2
2026-02-24 08:01:17,52,3566,97.7,98.29,29.9,33.1,32.9,33.7
2026-02-24 08:01:18,31.7,2259,87.6,98.27,33.7,33.2,32.3,30.7
2026-02-24 08:01:19,28.5,1895,88.2,98.25,31.4,32.7,30.9,33.1
2026-02-24 08:01:20,67.7,4010,94.7,98.25,31.3,32,33.4,31.7
2026-02-24 08:01:21,48.9,3192,90.9,98.22,32.9,32.3,32.4,32.7
2026-02-24 08:01:22,46.3,2592,95.5,98.21,22,33,35.5,31.7
2026-02-24 08:01:23,43.2,2329,90.9,98.18,32.9,31.5,32.4,32
2026-02-24 08:01:24,27.1,957,90.9,98.16,31,33.9,33.6,33
2026-02-24 08:01:25,54.2,3310,102.6,98.15,30.1,31.9,34.8,31.2
2026-02-24 08:01:26,41.7,1808,95,98.12,31.1,33.4,33.8,32.2
2026-02-24 08:01:27,42.3,2531,78,98.09,31.8,32.3,32.1,33.5
2026-02-24 08:01:28,59,3672,96.3,98.07,31.6,31.2,31.1,33.7
2026-02-24 08:01:29,57.3,3675,87.9,98.02,33.1,31.9,33.9,31.6
2026-02-24 08:01:30,65.9,4261,92.2,98.02,32.8,32.7,32.1,30.3
2026-02-24 08:01:31,37.9,2459,100.1,97.99,31.5,31.3,32.4,32.2
2026-02-24 08:01:32,54.8,3030,102.1,97.96,32.5,31.3,33,31.6
2026-02-24 08:01:33,65.9,4221,80.1,97.95,32,32.7,32.8,34
2026-02-24 08:01:34,28.3,1717,82.8,97.95,32,32.7,34.3,34.7
2026-02-24 08:01:35,32.1,1367,94.6,97.93,32.3,33.3,31.9,33.5
2026-02-24 08:01:36,28,1646,88.1,97.89,34,32.7,33.3,32.6
2026-02-24 08:01:37,23.1,851,89.1,97.86,31.8,33.1,34.3,34.2
2026-02-24 08:01:38,46.2,2456,99.4,97.83,31.2,31.4,33.5,32.7
2026-02-24 08:01:39,54.8,3102,89.2,97.81,30.3,34,32.7,31.9
2026-02-24 08:01:40,63,3604,85,97.79,32,32.8,32.4,34.7
2026-02-24 08:01:41,60.7,3920,90.2,97.77,34.3,31.7,32.8,32.4
2026-02-24 08:01:42,30,1780,96.6,97.74,32.5,31.5,32,33.3
2026-02-24 08:01:43,72.7,4081,93.4,97.71,31.7,30.4,35.8,32.9
2026-02-24 08:01:44,35,1910,96.5,97.65,33.4,32.9,32.3,35.6
2026-02-24 08:01:45,46.6,2623,81.4,97.63,30.1,30.1,32.6,34.6
2026-02-24 08:01:46,38.7,2378,92.7,97.63,30.3,33.6,33.1,33.1
2026-02-24 08:01:47,43.2,2754,96.2,97.62,33.9,31.7,30.4,32.2
2026-02-24 08:01:48,47.8,2742,100.3,97.6,31.9,32.5,33.4,32.1
2026-02-24 08:01:49,46.8,2706,75.6,97.56,33.2,30.9,34.4,34
2026-02-24 08:01:50,44.6,2831,87.3,97.54,32,33,35.9,31.6
2026-02-24 08:01:51,46.6,2535,96.8,97.51,33.2,33.7,31,33.9
2026-02-24 08:01:52,37.7,2214,95.1,97.49,35.1,31.7,34.2,32.3
2026-02-24 08:01:53,37.4,2201,94.1,97.45,33.5,33.7,33.2,33.9
2026-02-24 08:01:54,20.1,976,82.4,97.39,30.7,32.6,35,32.4
2026-02-24 08:01:55,39.3,2160,90.1,97.35,31.5,32.6,32.8,33.9
2026-02-24 08:01:56,37.3,2146,79,97.32,31,32.7,35,34.1
2026-02-24 08:01:57,85.5,4865,92.1,97.29,31.1,31.1,29.8,32.8
2026-02-24 08:01:58,24.6,1447,110.5,97.29,33.1,31.6,31.9,34
2026-02-24 08:01:59,47.1,2443,83.4,97.26,32.4,30.2,34.2,33.4
2026-02-24 08:02:00,22.6,1469,93,97.26,33.8,30.1,34.2,33.8
2026-02-24 08:02:01,22.9,1233,102.9,97.25,33.2,32.2,32.5,33.2
2026-02-24 08:02:02,46.9,3054,82.5,97.19,31.4,30.4,32.7,32.3
2026-02-24 08:02:03,30.1,1934,86.8,97.18,32.6,31.8,32.9,32.9
2026-02-24 08:02:04,45,2546,90.8,97.15,33.8,30,35,32.1
2026-02-24 08:02:05,38.6,2212,87.8,97.11,32.2,33.4,31.4,30.4
2026-02-24 08:02:06,35.8,2331,85.7,97.1,31.5,32.6,32.9,32.2
2026-02-24 08:02:07,14.6,1097,95.7,97.1,30.7,30.9,32.8,34.3
2026-02-24 08:02:08,26.6,1739,86,97.06,33.2,32.5,35,30.6
2026-02-24 08:02:09,47.7,2960,91,97,33.5,33,33.2,32.7
2026-02-24 08:02:10,53.5,2676,97.9,96.98,31.8,30,33.1,31.1
2026-02-24 08:02:11,37.6,2292,94.2,96.98,32.5,31.8,32.3,32.3
2026-02-24 08:02:12,45,2275,82.4,96.96,32.8,31.9,31,33.4
2026-02-24 08:02:13,61.8,3731,99.9,96.96,30.8,32.5,33.1,32.6
2026-02-24 08:02:14,66.6,3798,95.2,96.95,33.9,31.1,32.2,33.3
2026-02-24 08:02:15,28.5,1678,93.3,96.91,30.3,32.8,31.1,30.8
2026-02-24 08:02:16,43.2,2238,91.2,96.91,32.5,31.7,32.9,34.3
2026-02-24 08:02:17,63,3731,86.8,96.89,32.7,31.3,32.5,33.7
2026-02-24 08:02:18,38,2736,87,96.82,32.5,30.4,33,31.1
2026-02-24 08:02:19,44.2,3200,86.3,96.82,32.1,29.1,33.3,32.6
2026-02-24 08:02:20,43.7,1875,83.6,96.82,32.1,31.4,33.5,34.2
2026-02-24 08:02:21,31.7,1406,95.2,96.8,31.1,34.1,32.6,31.7
2026-02-24 08:02:22,38.3,1872,83.8,96.76,31.6,32.8,34.3,32.7
2026-02-24 08:02:23,44.6,2293,94.5,96.75,31.8,31,35.8,33.4
2026-02-24 08:02:24,38.8,2952,86.9,96.75,29.2,32.3,32,32.4
2026-02-24 08:02:25,61.7,4007,97.2,96.73,32.4,29.8,33.1,30.5
2026-02-24 08:02:26,37.8,2235,98.2,96.72,32.3,32.9,34.6,33.6
2026-02-24 08:02:27,38.5,2604,92.1,96.7,31.3,31.4,34.4,33.1
2026-02-24 08:02:28,55.5,4008,94.4,96.68,33.5,30.6,34,33.8
2026-02-24 08:02:29,29.2,1943,93.7,96.66,30.3,30.3,31.4,32.6
2026-02-24 08:02:30,44.4,3197,83.6,96.66,31.9,33.9,32.8,31
2026-02-24 08:02:31,21.7,958,96.8,96.61,33.6,31.6,32.1,33.8
2026-02-24 08:02:32,62.5,3426,96.7,96.61,33.3,32,30.3,33.6
2026-02-24 08:02:33,40.9,2774,86.6,96.61,35.2,30.5,30.2,33.6
2026-02-24 08:02:34,38,2548,86,96.6,33.1,31.7,34.3,33
2026-02-24 08:02:35,26.4,1845,94.2,96.6,32,33.5,34.9,33.5
2026-02-24 08:02:36,44.9,2840,85.5,96.55,30.8,30.6,32.5,32.3
2026-02-24 08:02:37,33,1839,93.1,96.53,33.9,31.8,30.6,33.4
2026-02-24 08:02:38,37,2505,95.8,96.53,30.7,34.2,34.7,31.8
2026-02-24 08:02:39,64.3,4412,90.4,96.5,31.9,31.3,31.8,32.5
2026-02-24 08:02:40,42.4,2916,91.1,96.48,32.3,33.9,33.2,31.8
2026-02-24 08:02:41,28.9,1320,87.9,96.44,32,31.7,34.2,31.7
2026-02-24 08:02:42,47.4,2986,90.1,96.43,32.2,31.2,32.9,33.9
2026-02-24 08:02:43,39.6,2380,88.6,96.43,32.5,32.1,34.9,31.7
2026-02-24 08:02:44,53.9,3260,107.2,96.39,32.2,31.8,31.9,31.4
2026-02-24 08:02:45,66.5,3935,95.6,96.37,31.4,32.6,31.5,32.9
2026-02-24 08:02:46,30.1,1426,118.4,96.35,30.1,32,33.8,32.3
2026-02-24 08:02:47,51.8,3207,89.2,96.33,32,30.5,31.9,32.7
2026-02-24 08:02:48,46.3,3184,90.8,96.31,32.5,30.9,33.8,32
2026-02-24 08:02:49,58.4,3995,108.5,96.3,32.2,31.6,32.8,33.1
2026-02-24 08:02:50,41.6,2640,87,96.29,33.5,31.2,33.5,31.8
2026-02-24 08:02:51,57.5,3229,88.1,96.27,33.7,30.6,30.4,30
2026-02-24 08:02:52,18.8,953,91.2,96.26,31,32.4,33.6,31.6
2026-02-24 08:02:53,70.3,4035,98.6,96.24,33.1,32.1,31.9,32.4
2026-02-24 08:02:54,58,3661,74,96.2,31.2,31.9,31.4,32
2026-02-24 08:02:55,42.7,2491,104.3,96.19,33.6,33.8,33.4,32.3
2026-02-24 08:02:56,23.3,2269,85.4,96.15,33.1,32.4,33.6,31.7
2026-02-24 08:02:57,54.6,3196,84.6,96.12,31.5,33.5,33.6,34.6
2026-02-24 08:02:58,52.2,3176,89.9,96.12,29.7,30.8,32.3,32.2
2026-02-24 08:02:59,44.9,2632,96,96.11,33.9,29.9,32.9,33
2026-02-24 08:03:00,47.3,2645,86.9,96.07,31.9,31.5,33.9,34.8
2026-02-24 08:03:01,36.2,2426,80.7,96.02,31.3,32.4,32.2,33
2026-02-24 08:03:02,50.5,2872,89.1,95.99,31.3,34.1,35.3,33.1
2026-02-24 08:03:03,49.4,2965,94,95.98,34,31.9,33.7,33.1
2026-02-24 08:03:04,40.8,2363,97.2,95.98,35.4,32.2,33.8,33.1
2026-02-24 08:03:05,25,700,98.8,95.98,32.6,30.1,32,31.8
2026-02-24 08:03:06,55.5,3525,89.4,95.94,31.4,34,30.6,32.8
2026-02-24 08:03:07,53.3,3245,100.8,95.92,33.4,29,33.2,31.9
2026-02-24 08:03:08,32.5,1694,99.2,95.88,32.7,32.2,33.4,31.8
2026-02-24 08:03:09,21.1,1675,89.2,95.83,32.9,30.4,34.2,33.4
2026-02-24 08:03:10,48.1,2507,97.5,95.79,32.6,33.6,33.6,30.6
2026-02-24 08:03:11,39.8,1855,98.3,95.78,32,32.4,33,33.9
2026-02-24 08:03:12,48.8,2722,83.7,95.74,34.4,32.2,32.5,34.6
2026-02-24 08:03:13,25.6,1181,101.1,95.73,31.9,32.6,32.4,35.1
2026-02-24 08:03:14,30.6,2073,91.5,95.69,33.5,32,33.7,31.5
2026-02-24 08:03:15,61.3,3704,95,95.64,32.1,31.1,32,33.7
2026-02-24 08:03:16,51.1,2955,91.5,95.62,34.3,33.9,33.2,32.8
2026-02-24 08:03:17,53.8,3231,87.9,95.58,30.5,33.6,34.3,32.6
2026-02-24 08:03:18,72.2,4047,101.2,95.58,32.4,33,31.9,31.9
2026-02-24 08:03:19,46.9,2869,99.9,95.56,33.3,32.5,33.4,34.4
2026-02-24 08:03:20,15,957,85.6,95.56,32.3,33.5,34.3,31.9
2026-02-24 08:03:21,50,2978,91.9,95.54,32.2,31.8,30.7,33.2
2026-02-24 08:03:22,62.6,3755,95.2,95.53,32,29.7,31.6,34
2026-02-24 08:03:23,75.9,4222,81.3,95.52,33.3,31.4,35.1,31.8
2026-02-24 08:03:24,24.3,1739,89.3,95.51,34.1,30.9,35,33.3
2026-02-24 08:03:25,27.7,1216,94.9,95.49,31.1,32.4,33.7,33
2026-02-24 08:03:26,34.4,2733,89.9,95.49,32.7,30.3,32.9,31.9
2026-02-24 08:03:27,29.2,2239,79.7,95.48,34.6,32.6,34.8,34.5
2026-02-24 08:03:28,35.3,2274,83.1,95.47,30.9,32.5,33.2,32.7
2026-02-24 08:03:29,42.2,2126,86.5,95.42,32.8,33.3,32.7,28.9
2026-02-24 08:03:30,27,1748,93,95.38,32.4,33.5,32.6,33.5
2026-02-24 08:03:31,75.6,4037,81.1,95.36,33.3,31,32.8,34.4
2026-02-24 08:03:32,46.6,2715,95,95.32,31.2,34.1,35.4,33
2026-02-24 08:03:33,43.7,2859,98.4,95.28,32.4,32.3,32.2,33
2026-02-24 08:03:34,52.4,3396,88.6,95.28,30.6,31.1,34.3,33.4
2026-02-24 08:03:35,45.6,2746,97.7,95.26,31.6,30.3,34.2,33.7
2026-02-24 08:03:36,43,2509,97.8,95.23,31.9,34.5,30.8,33.1
2026-02-24 08:03:37,67.2,4111,91.9,95.2,30.2,32.9,33.7,34.1
2026-02-24 08:03:38,41.7,2024,89.8,95.19,33.7,33.6,34.8,31.7
2026-02-24 08:03:39,25.7,1429,90.9,95.16,31.7,31.3,33.2,33.1
2026-02-24 08:03:40,50.8,3592,80.7,95.14,31.8,33,33.8,33.3
2026-02-24 08:03:41,39.7,1861,95.4,95.13,31.4,29.9,30.5,32.3
2026-02-24 08:03:42,37.2,2721,94,95.13,32,31,32.9,33.9
2026-02-24 08:03:43,29,1898,91.1,95.09,31.8,31.5,33.7,33.8
2026-02-24 08:03:44,51.4,2976,75.7,95.06,31.1,27.9,32.9,35.2
2026-02-24 08:03:45,42.4,3215,93.8,95.02,30.2,30.7,32.4,34.2
2026-02-24 08:03:46,52.7,3150,95.4,95.01,33,32.7,31.1,31.5
2026-02-24 08:03:47,41.5,3058,86.8,94.95,33.3,30.3,33.2,33.5
2026-02-24 08:03:48,35.1,2113,98.1,94.92,32.5,31.5,34.1,34.3
2026-02-24 08:03:49,63.8,3994,95.5,94.87,33.1,31.8,32.8,32.4
2026-02-24 08:03:50,40.9,2282,84.9,94.85,30.1,30.9,34.7,33.4
2026-02-24 08:03:51,59.2,3273,86.2,94.85,31.1,31.9,32.2,33.2
2026-02-24 08:03:52,27,1020,90.7,94.81,32.2,32.4,32.9,30.3
2026-02-24 08:03:53,38,2093,86.1,94.8,31.7,31,31.2,33.3
2026-02-24 08:03:54,41,2678,85.7,94.8,31.1,31.1,33.1,32
2026-02-24 08:03:55,39.1,2015,100.2,94.79,30.7,32.5,33.3,31.7
2026-02-24 08:03:56,65.2,3564,85.1,94.74,31.7,30.3,32.8,31.3
2026-02-24 08:03:57,44.7,2550,93.6,94.74,32,34,31.8,34.3
2026-02-24 08:03:58,48.7,2970,82.7,94.73,30.5,33.8,32.7,32.7
2026-02-24 08:03:59,30.9,1706,92,94.68,32.8,32.3,32.5,32.5
2026-02-24 08:04:00,34.1,2410,95.4,94.67,31.4,32,32.1,34
2026-02-24 08:04:01,60,3688,98.7,94.63,33.6,30.3,33.1,33.6
2026-02-24 08:04:02,63.9,3823,85.3,94.58,30.8,29.2,32.5,34.3
2026-02-24 08:04:03,63.7,3491,87.5,94.52,32,34.2,31.8,30.5
2026-02-24 08:04:04,24.3,1177,97.4,94.49,33.9,29.8,34.2,33.4
2026-02-24 08:04:05,75.7,4680,95.5,94.49,31.8,34.4,32.7,33.1
2026-02-24 08:04:06,60.3,3518,90.3,94.49,32.7,32.5,33.8,32.6
2026-02-24 08:04:07,44.6,3008,92.3,94.49,30.7,31,32.2,31.9
2026-02-24 08:04:08,55.6,2846,89.1,94.49,32.9,32.1,32.2,33.3
2026-02-24 08:04:09,30.4,1925,96.3,94.49,32.5,30.2,31.2,31.8
2026-02-24 08:04:10,28.6,1559,94.1,94.47,32.6,31.9,33.8,31.2
2026-02-24 08:04:11,45.7,3181,91.4,94.47,32.1,33,33.8,32.3
2026-02-24 08:04:12,27,1748,86.9,94.47,30.6,31.8,31.9,31.7
2026-02-24 08:04:13,47.9,2566,93.7,94.47,29.9,32.9,35.4,33.7
2026-02-24 08:04:14,64.5,3478,90.3,94.47,33,31.5,31.6,32.8
2026-02-24 08:04:15,29.5,1839,80.9,94.45,33.7,32.5,32.4,32.7
2026-02-24 08:04:16,33.9,1942,86.3,94.45,33,32.5,34,31.4
2026-02-24 08:04:17,45.7,2717,81.9,94.4,32,32.4,32.5,33.9
2026-02-24 08:04:18,29.7,1732,97.6,94.39,30.6,29.6,32.2,35.3
2026-02-24 08:04:19,39.3,2555,101.1,94.35,31.6,33.2,35.8,33.1
2026-02-24 08:04:20,58.1,3164,106.1,94.31,32.3,32.1,34.7,31.8
2026-02-24 08:04:21,59.5,4611,104.8,94.28,34.7,33.5,34.7,30.9
2026-02-24 08:04:22,50.8,3136,87.5,94.26,31.6,32.2,36.2,31.4
2026-02-24 08:04:23,17.2,871,84.5,94.24,33,33.4,34,33.1
2026-02-24 08:04:24,44.2,2609,88.3,94.24,32.3,32.6,34.1,34.2
2026-02-24 08:04:25,61,3823,99.6,94.2,30.6,34.6,31.2,34.4
2026-02-24 08:04:26,57.2,3622,86,94.2,32.6,32.9,31.9,32
2026-02-24 08:04:27,42.1,1994,87.7,94.17,31.1,32.7,33.2,31.9
2026-02-24 08:04:28,4.5,700,87.5,94.16,33,32.8,31.4,34.5
2026-02-24 08:04:29,45.9,2727,90.3,94.16,33,33,32,32.5
2026-02-24 08:04:30,53.6,3467,96,94.15,32.2,32.8,31.2,32.3
2026-02-24 08:04:31,45.7,2792,82.9,94.12,32,31.9,33.4,34.9
2026-02-24 08:04:32,47.4,3152,91.9,94.11,32.3,33.4,34,31.6
2026-02-24 08:04:33,51.5,3211,81.5,94.08,33.3,31.5,30.2,31.4
2026-02-24 08:04:34,39.1,2469,98.2,94.08,34.6,33.8,33.7,34.4
2026-02-24 08:04:35,64.6,4380,97.2,94.06,30.9,33.7,35,34.2
2026-02-24 08:04:36,52.1,2807,93.6,94.06,31,32.7,33.5,32.7
2026-02-24 08:04:37,26.4,1347,90.6,94.05,34.3,33.5,33.2,32.5
2026-02-24 08:04:38,65.7,4059,98.1,94.05,32.1,32.7,31.5,30.4
2026-02-24 08:04:39,63.1,3862,95.7,94.04,31.4,31.3,32.1,32.8
2026-02-24 08:04:40,57.4,2788,85,94.03,32.8,32,32.2,31.6
2026-02-24 08:04:41,20.1,1367,107.1,94,34.6,32.9,32.7,32.6
2026-02-24 08:04:42,36.5,1803,88.2,93.99,31.6,29.3,33,34.9
2026-02-24 08:04:43,54.5,2902,85.9,93.96,32.6,30.4,32.3,34
2026-02-24 08:04:44,45.7,3260,94.6,93.96,32.8,31.1,33.7,33.6
2026-02-24 08:04:45,50.2,3360,93.6,93.93,31.8,33.8,32.2,32.4
2026-02-24 08:04:46,81.9,4690,92.9,93.92,33.6,30.8,33.1,32.4
2026-02-24 08:04:47,32.7,2462,83.4,93.86,32.2,31.2,33,32.7
2026-02-24 08:04:48,13.3,700,92.6,93.84,30.7,30.5,31,33.4
2026-02-24 08:04:49,49.1,3255,94.3,93.81,32.9,29.6,33.4,34.8
2026-02-24 08:04:50,34.7,2495,105.5,93.77,33.1,33.5,33.3,31.6
2026-02-24 08:04:51,51.7,3501,87.3,93.76,32.5,32.6,31.4,33.5
2026-02-24 08:04:52,32.8,2344,96.4,93.73,32.7,32.5,33.1,34.3
2026-02-24 08:04:53,78.2,4606,86.8,93.73,33.3,32.2,34.4,34.1
2026-02-24 08:04:54,43.1,2422,115.6,93.68,32.3,32.1,34.1,33.3
2026-02-24 08:04:55,37.8,2644,86.2,93.65,31.8,32.8,34.1,33.6
2026-02-24 08:04:56,42.5,2528,80,93.63,29.6,30.8,33,36
2026-02-24 08:04:57,57.9,3269,78.2,93.61,32.7,30.3,33.2,32.9
2026-02-24 08:04:58,46.5,2483,97.2,93.61,31.2,32.1,35.3,33.1
2026-02-24 08:04:59,20.6,1626,92.5,93.59,32.2,32,32.3,35.6
2026-02-24 08:05:00,44.9,2921,94.3,93.55,31.3,31.3,32,32.2
2026-02-24 08:05:01,56.4,3828,79.6,93.55,30.3,32.2,33.6,34.1
2026-02-24 08:05:02,45.6,2550,91.1,93.52,29.2,32.2,33.6,36.7
2026-02-24 08:05:03,56,3438,92.6,93.48,32.1,30.1,32.6,32.5
2026-02-24 08:05:04,42.8,2242,101.9,93.43,33.5,32.7,31.6,32.5
2026-02-24 08:05:05,44.1,2672,87.8,93.42,32,31.7,32.8,33.4
2026-02-24 08:05:06,52.2,2878,96.8,93.4,33.2,30.7,34.9,32.5
2026-02-24 08:05:07,59.9,3711,91.8,93.4,34.2,31.8,34.3,35.8
2026-02-24 08:05:08,26.3,1567,97.6,93.37,31,31.3,33.3,33.6
2026-02-24 08:05:09,44.5,3104,93,93.34,31.8,32.3,32.4,34.4
2026-02-24 08:05:10,43.9,2729,92.9,93.29,31.3,31.9,31.8,34.9
2026-02-24 08:05:11,33.6,1895,91,93.29,32,32.1,33,34.3
2026-02-24 08:05:12,29.5,1248,92.5,93.26,31,31.4,33.1,35.1
2026-02-24 08:05:13,35.5,1994,92.5,93.24,30.8,32.3,33.8,32
2026-02-24 08:05:14,53.8,3052,91,93.22,31.6,32.5,34.7,33.3
2026-02-24 08:05:15,38.8,2672,91.1,93.17,33.3,31.2,33.8,34.1
2026-02-24 08:05:16,33.2,2129,97.1,93.15,31.1,29.2,33.5,32.8
2026-02-24 08:05:17,47.5,2674,90.9,93.1,31.4,31.8,34,33
2026-02-24 08:05:18,26.4,1652,87,93.1,31.5,32.7,31.4,32.6
2026-02-24 08:05:19,60.7,3682,91.4,93.05,30.4,34.9,36.1,33.2
2026-02-24 08:05:20,37.7,2361,84.4,93.01,31.1,33.1,31.9,33.5
2026-02-24 08:05:21,47.8,2779,102.3,93.01,30.9,29.6,32.3,31.1
2026-02-24 08:05:22,45.8,3103,107,92.99,30.5,33.8,34.8,33.1
2026-02-24 08:05:23,45,3093,91.8,92.99,32.2,34.8,32,29.9
2026-02-24 08:05:24,72.1,3975,92,92.95,31.6,33.8,30.6,32.3
